,name,year,seller_type,owner,km_driven,ex_showroom_price
15093,243,2008,1,0,28172,64977.0
17308,18,2005,1,0,350,36711.0
27951,171,1989,1,1,350,60622.0
22007,208,2018,1,0,47117,87052.0
7539,22,2017,0,2,350,151164.0
29715,273,1995,1,0,22004,93025.75
5339,224,1994,1,1,101567,30490.0
18702,165,1997,1,0,56682,30490.0
23975,25,2018,1,0,50093,93025.75
29581,120,2005,1,0,350,93025.75
11827,58,1995,1,2,350,107038.0
2461,43,2009,1,1,16446,93025.75
12697,123,1994,0,1,89762,30490.0
20776,198,2003,1,2,350,77699.0
18174,28,2017,1,0,14522,93025.75
8724,238,2007,1,0,15426,128225.0
11653,101,1995,0,0,350,93025.75
6244,83,2014,0,1,73485,93025.75
1150,218,1994,0,2,81314,30490.0
27759,214,2012,0,1,47912,38653.0
22964,51,1993,1,0,86053,93025.75
15446,154,1991,0,1,30176,93025.75
13741,219,2008,1,2,53465,107093.0
733,154,1988,1,1,83816,106116.0
26839,186,2012,1,0,66400,93025.75
11606,64,1993,1,0,46293,95330.0
22491,243,2014,1,1,31856,93025.75
3062,137,1997,1,0,112610,57542.0
27817,237,1993,1,2,96630,160917.0
25264,200,2001,1,1,61792,30490.0
11533,237,2017,0,1,350,93025.75
14221,257,2016,1,0,30388,96121.0
17168,176,1994,0,2,62423,93025.75
21709,251,2015,0,0,350,207334.0
12783,261,1997,1,1,350,93025.75
13362,30,1997,0,3,42607,126690.0
8077,271,2010,0,2,820,77384.0
24594,17,1991,1,0,86365,93025.75
28771,59,1992,0,3,69922,93025.75
22226,55,2000,0,3,78900,93025.75
1242,146,1992,0,2,49989,93025.75
21338,180,2014,0,2,350,105451.0
21706,148,1990,1,1,57744,93025.75
9126,30,2004,0,2,33098,134470.0
15535,80,2019,0,2,6213,93025.75
18522,118,2011,0,0,350,99398.0
12069,230,2002,0,2,11185,109565.0
14745,242,1994,1,1,52668,53897.0
121,1,1990,0,3,39942,30490.0
29274,65,2009,1,0,130578,30490.0
28475,256,2016,1,0,46552,124141.0
15808,136,2011,1,2,32083,191081.0
13338,122,2018,1,1,22795,93025.75
21948,30,2007,0,2,29010,46024.0
27371,122,1999,1,2,41003,212841.0
405,5,1993,0,2,65039,30490.0
15916,234,2009,0,2,350,93025.75
28786,25,2017,0,3,42590,134290.0
9408,193,2019,1,0,350,85069.0
14351,239,2017,0,3,350,93025.75
10777,200,2000,0,3,64926,93025.75
20375,163,2010,1,0,86638,93025.75
18859,84,2016,0,2,51086,93025.75
8319,260,1996,1,0,1562,93025.75
27328,20,1998,1,0,350,121194.0
2904,163,2006,0,1,350,149159.0
18584,271,2019,0,3,3519,93025.75
10191,195,1993,1,1,1200,93025.75
27364,13,1990,0,3,110327,93025.75
8964,14,2000,0,1,35064,108882.0
16886,172,1994,1,0,76412,30490.0
16481,236,1991,0,2,22762,85828.0
14709,163,2014,1,2,350,79371.0
9485,149,1996,1,1,49898,93025.75
15142,274,2006,0,3,115861,93025.75
29980,116,1995,1,2,111797,51211.0
14268,26,2005,1,2,31166,93025.75
29700,120,2005,1,1,77893,93025.75
27854,27,1993,0,2,350,93025.75
17643,164,2006,1,0,10496,93025.75
13063,241,2007,0,1,37014,30490.0
5105,43,2010,1,0,350,205836.0
2253,33,1994,0,2,28514,93025.75
24604,109,2006,1,0,33546,78238.0
10371,119,1990,1,0,41217,142138.0
11961,62,2001,1,0,46420,33181.0
6641,16,1999,0,2,79119,184791.0
2133,197,2003,1,2,114426,100940.0
261,142,2008,0,1,74567,93025.75
20817,234,2010,0,2,42985,93025.75
26270,176,2017,0,2,350,85781.0
26484,191,2000,1,1,129072,178675.0
25271,188,2001,1,0,12193,93025.75
3992,29,1997,0,3,79747,86923.0
24158,258,2020,0,1,350,30490.0
8706,242,1989,1,2,27330,50256.0
27296,222,2017,0,1,38412,152924.0
13954,113,1995,0,2,146444,51154.0
25525,264,2017,1,1,37238,93025.75
18988,140,1996,1,0,19153,93025.75
29097,274,1994,1,2,350,93025.75
19520,3,2006,0,3,52576,147266.0
13777,264,2004,0,3,123803,93025.75
14318,235,2017,1,0,21740,93025.75
11695,201,1993,1,1,2969,30490.0
11140,53,2014,0,1,350,93025.75
18914,233,2016,0,3,350,93025.75
16574,68,2020,0,2,350,93025.75
7272,150,2006,1,1,79504,172502.0
20138,261,1995,1,1,114917,143457.0
8676,199,2017,0,1,145384,125600.0
20708,80,1998,1,1,102962,93025.75
27307,18,2019,0,1,350,38192.0
14032,200,2019,0,1,38990,107218.0
18211,79,2003,1,2,89593,190864.0
4166,210,1991,0,2,43000,93025.75
10853,70,1999,0,2,3959,134099.0
14778,82,2011,1,1,51037,93025.75
28213,260,2014,1,1,350,93025.75
25689,275,1995,0,0,65918,93025.75
15095,21,2017,1,1,350,95596.0
24339,90,1995,1,1,95121,30490.0
27843,252,2001,1,1,97234,93025.75
9835,149,2002,0,2,350,76383.0
23712,85,2015,0,2,42208,93025.75
9761,122,2017,0,2,80429,81588.0
11792,143,2019,0,1,41726,128427.0
13019,106,2014,0,1,20419,103275.0
24707,150,1996,0,3,350,99154.0
19922,211,2006,0,2,39317,192760.0
20001,146,1989,1,2,26410,93025.75
11758,146,1992,0,2,77917,143924.0
21628,104,2013,1,1,4104,143101.0
10536,134,2008,1,0,151935,43305.0
7054,14,1991,0,0,180943,93025.75
369,29,2016,1,0,144798,93025.75
17991,118,2008,0,1,350,129211.0
14772,5,2010,0,0,114107,138053.0
11277,230,2011,0,2,350,93025.75
22088,212,1990,1,2,11335,120722.0
16354,169,1997,1,1,87840,30490.0
16893,132,1989,1,0,350,199588.0
2391,1,2011,0,0,75580,119407.0
18178,62,1988,1,2,83468,112693.0
254,112,2015,1,0,350,93025.75
15072,153,1996,1,1,84005,93025.75
20556,259,1989,1,1,99686,93025.75
21224,30,2007,1,1,1856,93025.75
24722,221,1997,1,0,37122,154797.0
6002,13,1991,1,2,136960,57695.0
7301,37,1999,1,0,9772,173173.0
9454,151,2006,1,0,28697,132377.0
23298,269,2016,0,2,350,124538.0
20718,248,2006,0,0,3231,30490.0
23714,139,1989,0,2,99297,79651.0
2791,40,2005,0,1,350,93025.75
29478,235,1991,0,2,67431,93025.75
24636,166,1994,1,0,81813,30490.0
10124,187,1989,1,0,3304,96656.0
29704,148,2016,0,0,19179,44413.0
12922,16,2006,0,2,23645,68450.0
19944,184,1995,0,2,82008,93025.75
14796,117,1989,1,0,350,93025.75
29222,3,2006,1,0,33205,124079.0
28239,138,1990,1,1,69673,93025.75
17437,75,1994,1,0,80089,93025.75
16924,83,1992,1,2,77434,93025.75
5619,228,1989,1,1,2625,97691.0
8795,164,1995,0,1,30039,184208.0
29808,170,2010,1,2,75706,46475.0
9138,192,1991,0,0,109324,93025.75
3522,69,2012,0,1,66773,93025.75
17543,209,2010,0,2,33643,80203.0
26879,206,2010,1,1,11987,115741.0
32,274,2011,0,2,350,30490.0
8238,275,2018,0,3,350,142034.0
12251,159,2014,1,0,12442,93025.75
6147,70,2010,0,0,350,93025.75
568,191,1994,1,2,138628,93025.75
22920,7,2011,1,2,117522,93025.75
25437,91,1998,1,2,350,30490.0
19962,211,1991,1,0,62654,165896.0
20387,34,2004,1,2,44760,93025.75
9439,42,2008,1,0,350,93025.75
24479,0,2001,1,0,45073,115450.0
22673,17,2019,1,1,350,93025.75
15691,149,1998,1,1,350,152007.0
14813,48,1990,1,0,112685,210939.0
28855,250,1998,1,1,350,93025.75
9875,237,2002,1,2,21439,93025.75
5753,220,2004,1,0,350,82524.0
2739,41,2007,0,3,67687,45950.0
6162,83,1991,1,2,43152,93025.75
2503,92,1996,0,3,125307,93025.75
1024,39,2006,0,0,51146,93025.75
13318,167,1999,0,2,105805,127032.0
13528,0,1997,0,2,26231,67001.0
23481,220,1992,1,1,142849,64600.0
5370,274,2008,1,2,40188,30490.0
22221,81,2014,0,3,15626,93025.75
4636,95,2000,0,3,31835,122692.0
6537,24,2001,1,0,87068,34128.0
23621,177,2000,0,1,40863,93025.75
27923,27,2011,1,1,79080,93025.75
29786,57,2010,0,1,34705,93025.75
12062,88,2011,0,2,50411,93025.75
5408,196,1992,0,3,74601,102221.0
4204,184,1993,1,1,142167,93025.75
5129,199,2013,1,1,101473,30490.0
8017,169,2002,1,1,33378,30490.0
1640,88,2005,1,1,49319,108949.0
27082,224,2012,0,0,350,93025.75
24575,49,1995,1,0,136520,30490.0
5219,19,2004,1,3,350,131220.0
10207,99,2002,1,0,41222,74618.0
4999,114,2007,1,0,350,93025.75
4027,154,2017,1,1,31289,30490.0
22958,0,2003,0,2,350,93025.75
27461,110,1995,0,2,87121,93025.75
7084,150,1989,0,2,32814,93025.75
16659,80,1990,1,2,106348,124648.0
29168,42,2013,0,2,88529,93025.75
28844,101,2020,0,2,350,46503.0
11331,241,2017,1,0,350,93025.75
14887,240,1996,1,1,64153,93025.75
20706,185,2008,1,0,89141,93025.75
1426,251,1999,0,2,103818,93025.75
14315,181,1996,1,1,350,93025.75
20146,45,2011,1,2,350,93025.75
9153,158,2019,0,0,350,93025.75
14117,117,1988,1,1,131903,30490.0
13977,36,2012,1,1,33009,98410.0
18120,2,2009,1,0,91820,90919.0
8221,107,1988,0,2,48902,90018.0
5356,202,1989,1,0,32236,34140.0
12249,102,2008,0,2,350,55880.0
25783,113,1992,0,2,20769,63463.0
8037,36,2016,1,0,7917,93025.75
24765,144,2004,1,0,24368,93025.75
29061,41,1991,0,1,89332,30490.0
11548,192,2000,1,2,29807,93025.75
7556,9,2004,1,0,7922,123909.0
15216,254,2014,1,0,350,72698.0
26263,67,1998,0,3,29941,35877.0
22662,246,1995,1,0,60556,35591.0
19108,16,2018,1,0,6239,93025.75
23969,133,1995,1,0,131252,93025.75
13132,191,1993,1,1,99073,93025.75
9258,73,1990,0,3,73845,165885.0
1076,226,2016,0,2,73866,101590.0
13339,262,1989,1,2,185407,93025.75
22300,69,2001,1,1,7681,135642.0
4076,162,2014,0,1,19823,93025.75
27671,9,1994,1,2,134820,99197.0
4423,11,2019,0,2,350,93025.75
20468,95,1991,1,0,32097,36843.0
21586,53,2012,0,3,3319,121507.0
26603,44,2007,0,2,40463,205706.0
16826,64,2010,0,2,42019,93025.75
5898,50,2001,0,2,27574,93025.75
3460,134,1997,1,2,350,122244.0
14540,11,2016,1,0,69759,93025.75
8925,192,2014,0,2,49795,93025.75
24641,162,1994,0,1,43242,37411.0
1060,165,1989,1,0,137885,42705.0
19353,109,1994,0,1,73799,47194.0
204,68,2007,1,0,350,39246.0
2884,98,2015,1,0,350,93025.75
29096,60,1999,0,1,55524,103101.0
27961,0,1996,1,0,350,37448.0
18978,70,2004,1,1,55360,156409.0
12712,171,2018,1,0,350,172161.0
774,162,2000,1,1,350,98402.0
5528,134,1992,1,1,24382,30805.0
27455,264,2010,0,1,105669,30490.0
11008,146,2019,0,2,13373,93025.75
18536,141,2007,0,2,59712,87110.0
17480,112,2013,0,2,350,63188.0
7364,144,2003,0,1,142022,30490.0
16493,15,2018,1,0,44258,125177.0
22118,18,1988,1,3,8369,93025.75
17665,40,1998,0,2,41265,30490.0
13235,83,1993,0,2,72140,30490.0
26157,173,2008,0,2,350,80477.0
24541,258,2003,1,0,21660,93025.75
16640,272,1992,0,2,65339,30490.0
25628,223,2001,0,1,121950,189547.0
16917,80,2009,0,2,350,93025.75
2468,150,2001,0,1,101847,45475.0
19623,146,2010,0,1,22437,93025.75
11539,67,2008,0,1,350,93025.75
5368,244,1997,1,0,47882,93025.75
8645,243,2018,1,0,350,93025.75
4664,165,2003,1,0,45831,63839.0
20211,166,1994,1,0,70499,30490.0
2349,233,2012,0,2,104919,82198.0
23354,210,1990,1,1,48402,61229.0
24922,136,2002,1,0,34556,93025.75
23629,133,2018,0,1,12506,87536.0
12,190,2016,1,2,28911,148245.0
25801,10,1989,0,2,102848,93025.75
9484,254,2010,1,0,350,93025.75
11299,203,2007,0,1,350,93025.75
8035,155,1996,1,0,350,93025.75
9550,265,1995,1,0,74491,148791.0
26476,130,1991,1,0,30106,93025.75
672,68,2018,1,1,56649,145642.0
17361,96,2002,0,1,350,93025.75
5126,46,1989,0,1,181131,93025.75
22009,216,2014,0,2,14798,150169.0
23105,20,2010,1,0,55543,30490.0
21057,57,2011,1,1,350,30490.0
11881,188,2001,1,0,98575,93025.75
15055,52,1989,1,1,134130,93025.75
11486,234,2016,0,2,350,93025.75
21662,6,2017,1,0,16661,93025.75
861,157,1992,0,0,128628,89632.0
3618,242,2001,1,1,108946,93025.75
29326,1,1996,0,2,350,61946.0
21505,97,2000,1,0,44821,42007.0
8191,48,1999,1,0,32023,93025.75
7972,167,1998,0,2,350,30490.0
27073,176,2015,0,1,40546,30490.0
21141,175,2016,0,1,350,101023.0
5857,249,2005,0,0,50545,30490.0
17809,61,2005,0,2,350,93025.75
21766,34,2006,1,1,49872,93025.75
1957,129,1995,1,1,9566,67070.0
10819,89,2013,1,2,350,93025.75
18041,191,1992,1,1,84116,93025.75
2187,191,2017,1,0,67055,172422.0
4239,178,2008,0,1,127642,137069.0
15562,13,2004,0,3,92779,30490.0
2105,38,2016,0,1,350,93025.75
29122,156,2018,0,3,58539,93025.75
10045,89,2002,0,2,106724,93025.75
975,257,2004,0,3,108570,30490.0
11650,258,2005,1,1,48254,93025.75
15579,153,2003,0,2,27790,93025.75
14910,174,2012,0,2,92181,67755.0
24179,156,1997,0,2,26746,50412.0
28148,219,2017,0,2,350,93025.75
23397,112,2013,1,1,98162,93025.75
22323,260,2001,1,2,350,93025.75
19904,209,2018,0,2,98895,105166.0
4546,135,1996,1,2,8912,215025.0
26579,62,1993,1,1,157216,30490.0
15031,235,1990,0,2,12253,93025.75
26542,192,1996,1,1,34173,146178.0
22902,189,2020,0,1,350,157176.0
5828,214,2008,0,2,34571,93025.75
24763,270,2012,0,2,67194,93025.75
21821,141,2019,0,2,350,154012.0
2515,146,2014,1,1,350,45430.0
9689,8,2007,1,0,13891,93025.75
1250,65,2006,0,2,2648,93025.75
22405,134,1999,1,1,10396,93025.75
29746,182,2015,1,2,350,123111.0
25817,41,1999,0,1,66748,93025.75
28107,159,2014,1,3,350,93025.75
22862,265,1990,0,0,43410,93025.75
2657,256,2018,0,0,115378,93025.75
14551,184,1997,1,2,46667,67134.0
748,43,1989,1,0,2035,30490.0
4386,185,2018,0,1,350,93025.75
15659,48,1995,1,0,34594,118741.0
23589,207,1999,0,3,350,125642.0
21992,228,1994,1,1,45087,93025.75
23049,163,2001,0,2,45537,154042.0
23986,79,1998,1,1,96763,208329.0
15597,58,1993,0,3,350,102056.0
21591,207,1997,1,0,42428,93025.75
21751,98,1989,0,2,1159,80531.0
10626,79,2002,1,0,2190,58228.0
16380,164,2008,0,2,1451,76457.0
24380,44,2014,0,0,350,37717.0
10976,209,2007,0,1,36242,93025.75
21409,124,1991,1,0,59741,101198.0
424,62,1989,1,0,16436,159758.0
4866,15,2011,1,3,37618,37767.0
18829,56,2008,1,0,39257,30490.0
19945,18,1994,1,1,350,93025.75
14003,170,2001,1,1,350,93639.0
22875,38,2006,0,0,350,53104.0
18975,68,1990,1,1,102101,93025.75
12159,278,1990,1,2,76661,48770.0
23371,234,2000,0,0,71505,93025.75
29983,170,2017,0,3,44724,93025.75
9721,203,2005,0,1,350,93025.75
15038,145,2003,1,0,5852,45720.0
8626,225,1990,1,0,122412,93025.75
7778,72,1990,1,1,141981,93025.75
18422,102,2017,1,1,350,93025.75
15483,214,2019,0,3,350,91272.0
7944,139,1990,1,2,63572,30490.0
20606,244,2015,1,0,42701,93025.75
8150,54,2001,1,0,26596,30490.0
18600,0,2004,1,0,2399,93025.75
1505,172,2017,0,1,350,93025.75
12856,134,1997,1,2,52277,93025.75
22395,66,1996,1,2,4378,164975.0
16538,246,1995,1,0,42350,93025.75
4024,143,2008,1,1,86017,90953.0
8858,190,2008,0,1,9052,93025.75
1382,78,2009,1,1,350,98329.0
19492,2,2014,0,1,121005,44350.0
28869,14,2014,1,0,62010,93025.75
15044,77,2010,0,1,28595,93025.75
28007,229,2012,1,0,40931,30490.0
3121,81,1999,1,2,34116,41766.0
18569,78,2002,0,3,157066,93025.75
5506,271,2001,0,2,33174,93025.75
12436,209,2008,1,2,350,119074.0
26831,60,1994,0,2,4266,93025.75
23900,134,1992,1,1,350,44738.0
5036,129,2009,0,1,75842,93025.75
9351,137,2011,1,1,77271,86406.0
7540,70,2007,0,1,18566,133201.0
2919,52,2015,0,1,3876,81171.0
5617,133,1998,0,2,98203,93025.75
410,107,1991,1,3,114394,93025.75
3070,231,1990,1,0,70360,118950.0
18979,192,1996,1,2,36597,93025.75
18428,167,1989,0,2,31631,159559.0
17017,30,2015,1,2,350,44411.0
27078,59,1996,1,1,66189,42004.0
1702,103,1998,1,0,36885,93025.75
25459,50,2007,1,0,73271,93025.75
26296,87,2011,0,1,79480,73327.0
4297,20,2018,1,0,350,93025.75
24918,67,2016,0,1,71017,93025.75
140,38,2012,0,2,350,107468.0
20026,60,2002,1,3,106546,187099.0
17177,10,1990,1,0,34406,78217.0
21087,234,2019,0,1,25152,102664.0
15336,75,2015,1,1,118866,93025.75
8108,106,1995,1,1,143265,93610.0
22600,177,2013,0,3,129183,49166.0
29363,64,2016,0,0,350,93025.75
28403,92,2003,0,1,48418,93025.75
22037,141,2012,1,1,55699,93025.75
17757,229,2011,1,1,350,182874.0
4041,217,2017,0,3,39823,93025.75
23633,133,1988,1,2,350,93025.75
9490,170,1993,1,3,72039,93025.75
6633,161,1996,1,2,67301,184771.0
15900,213,2005,0,0,4291,117587.0
9945,11,2003,0,1,350,50212.0
15547,51,1992,0,1,134565,73401.0
24259,86,2005,0,3,350,30490.0
23851,94,2018,1,0,350,93025.75
13181,113,1990,1,1,78693,93025.75
952,143,2006,1,2,4719,90308.0
3471,52,2007,1,1,98886,128235.0
17273,42,2018,0,2,17019,93025.75
20552,226,1993,0,3,61400,143096.0
28460,232,2007,1,1,350,93025.75
11242,118,1995,0,1,61105,93025.75
9190,181,2001,1,2,71655,80212.0
13347,153,2020,1,0,33728,30490.0
10919,104,2014,1,2,56590,117814.0
28334,133,2008,0,1,14515,93025.75
27269,27,2003,1,1,45477,63194.0
4011,197,2000,1,2,350,93025.75
5640,256,2012,1,0,27873,93025.75
25098,36,1991,1,2,81311,93025.75
1289,103,2005,1,1,22895,93025.75
6389,228,1993,0,1,59602,93025.75
7136,5,2018,0,2,103619,86308.0
28691,80,2007,0,1,51793,93025.75
6098,19,1993,1,2,10905,38258.0
7402,1,1996,0,2,68729,167188.0
752,33,1998,0,2,110454,95990.0
2057,97,2015,0,2,350,93025.75
19300,86,1997,0,2,33108,222257.0
15146,75,2019,1,2,350,93025.75
11598,275,2020,1,2,36001,175320.0
12147,244,2001,0,2,92214,93025.75
14555,111,2018,1,0,350,105549.0
292,67,2010,0,2,350,119213.0
25283,22,2010,0,3,90101,93025.75
28298,103,2008,1,1,2499,30490.0
20697,200,2013,1,0,42012,114819.0
8785,30,2014,1,1,57516,78834.0
27825,28,1992,1,1,350,30490.0
19616,22,2005,0,2,55267,83669.0
1334,163,2012,0,2,350,90234.0
24203,233,2009,1,0,350,117933.0
6634,8,1996,1,1,80540,127190.0
21733,170,2015,1,0,54786,140465.0
4326,75,2018,0,1,350,30490.0
23209,269,2008,1,1,350,30490.0
18638,231,2013,1,0,33649,93025.75
1490,70,1992,0,1,61762,93025.75
29513,92,1995,1,2,111299,30490.0
6308,213,2016,0,1,65618,196619.0
22576,247,2008,0,2,350,97236.0
18657,38,2017,1,1,350,68161.0
11173,84,1988,1,0,85253,93025.75
18397,244,2000,0,3,96546,93025.75
22839,45,1997,1,0,14788,93025.75
22944,37,2007,1,1,350,93025.75
33,62,2019,1,0,89442,30490.0
23114,52,2008,1,0,350,123956.0
3660,181,2004,1,2,77757,117173.0
19011,199,1997,1,1,69054,93025.75
3183,107,1999,1,1,350,54135.0
10234,211,2009,1,1,350,93025.75
24985,130,1993,1,2,72935,93025.75
27159,16,2009,0,1,350,76041.0
25865,145,1992,1,0,65265,174482.0
24441,210,1994,1,0,61763,93025.75
944,43,1998,1,0,8783,94487.0
13510,106,2017,1,1,1619,125322.0
23113,128,2016,0,3,350,93025.75
26580,209,2019,0,3,350,93025.75
19567,131,2009,0,2,350,93025.75
14242,55,1997,1,0,99905,93025.75
3611,260,1997,0,2,121694,93025.75
29105,251,1999,1,3,190424,93025.75
4309,274,2017,1,2,10799,93025.75
5490,86,2006,1,0,4390,93025.75
5625,221,1989,1,2,70527,93025.75
7538,96,1993,1,1,68596,93025.75
15658,121,2005,0,1,95532,93025.75
29230,146,2019,0,2,1863,93025.75
11945,270,2002,1,1,22325,93025.75
15030,162,2016,1,0,60840,93025.75
26646,246,2002,0,2,75131,93025.75
13550,162,1993,1,1,350,95796.0
16660,27,2019,1,1,27936,82229.0
13738,9,2020,0,2,60546,142168.0
18462,131,2017,1,1,29560,93025.75
2021,30,2013,0,1,47824,93025.75
2227,159,2002,0,0,26494,93025.75
8690,88,1992,1,1,350,30490.0
5507,148,1998,0,2,129723,93025.75
28987,168,2015,1,0,67009,69289.0
27912,80,2020,1,0,350,75472.0
6017,157,1994,0,3,43626,157726.0
3281,103,2004,1,1,21487,93025.75
10392,142,2009,1,1,350,157546.0
22721,233,1999,1,2,350,175555.0
11942,127,2011,0,3,93717,93025.75
13201,119,2004,0,2,9898,83871.0
2043,254,2015,1,0,350,123109.0
26249,193,2003,1,2,82209,93025.75
5547,37,1999,1,0,123620,30490.0
4337,84,1991,1,2,350,141457.0
16260,255,2000,1,2,10724,30490.0
14288,67,1993,0,3,190430,30490.0
7598,18,1998,1,2,74008,93025.75
21145,146,2020,1,0,350,93025.75
11971,102,2020,1,0,350,150062.0
14186,216,2008,1,1,350,93339.0
5269,48,2004,0,2,350,73561.0
26126,176,2014,1,1,43483,113180.0
27579,69,1993,0,3,350,161102.0
19849,91,1990,1,1,79964,93025.75
3269,3,2017,0,0,350,30490.0
27744,73,1990,0,3,88504,93025.75
21539,1,2000,0,3,79742,93025.75
2531,37,2011,0,2,70159,93025.75
19016,1,1996,0,1,350,93025.75
5818,140,2012,0,2,62281,93025.75
13658,3,1995,1,0,101340,93025.75
407,57,2001,0,1,55701,109099.0
1886,235,1996,1,1,53086,93025.75
21274,108,1994,0,1,42786,93025.75
23636,102,1990,0,3,60253,93025.75
19568,29,2009,1,1,69467,93025.75
16929,108,2001,1,0,350,46144.0
12940,52,1992,1,0,17453,93848.0
7437,223,2014,1,0,100007,93025.75
15877,100,1993,1,3,73002,80192.0
994,184,1988,1,2,160647,93025.75
7201,114,2002,0,2,82145,93025.75
5125,210,2018,0,1,350,99715.0
20565,252,2004,0,2,51800,93025.75
13597,115,2006,1,0,69736,169994.0
11803,159,2017,1,0,350,93025.75
29414,131,2011,0,1,91634,125897.0
12002,211,2002,1,0,34305,93025.75
10507,238,1992,1,0,27485,134540.0
2929,109,1991,0,1,30569,94604.0
19144,7,2000,1,1,1282,136146.0
4424,59,1992,0,3,37739,280096.0
29505,223,1995,0,0,15124,125647.0
7843,244,2009,0,1,350,93025.75
226,70,2013,0,0,350,93025.75
27288,185,1992,1,0,97328,30490.0
12592,39,2014,1,0,12540,93025.75
15034,80,2016,1,1,350,93025.75
1100,219,1997,1,0,39325,138537.0
28816,189,2005,1,2,24989,93025.75
15760,101,2005,0,2,350,70821.0
25033,168,2011,0,1,56443,81142.0
19100,228,2017,1,2,7550,127321.0
11289,55,1990,1,0,75006,148974.0
26682,192,2010,0,2,86693,101064.0
9233,178,1996,1,0,48602,30490.0
18317,24,2004,1,1,47582,93025.75
15775,249,2014,0,3,350,30490.0
2252,238,2017,0,1,350,80634.0
18330,195,2010,0,1,350,67505.0
5589,37,2009,0,3,350,93025.75
9806,98,2012,1,2,63554,82979.0
14277,258,2018,1,0,4480,75190.0
20414,170,2016,0,2,130445,93025.75
10331,275,1997,0,3,86503,110935.0
28932,169,2011,1,1,41161,93025.75
12277,214,2016,1,0,53257,93025.75
21059,147,2000,1,0,89119,30490.0
20301,217,2005,1,0,34168,82956.0
29641,224,2013,1,0,34997,45194.0
27019,63,2009,1,2,59803,93025.75
16365,22,2020,0,2,350,111050.0
1855,174,2006,1,1,350,134074.0
2553,211,2012,1,1,350,93025.75
13523,252,1989,1,1,159089,119120.0
15051,67,1994,1,2,56080,93025.75
17835,125,1992,0,3,22050,101019.0
19210,211,1991,0,2,350,79922.0
25290,188,2003,1,2,350,61338.0
29636,201,2014,1,0,21626,173013.0
26988,189,1998,1,3,350,163927.0
7871,209,2008,1,1,89546,93025.75
10920,55,2011,1,1,19695,180012.0
24145,187,1989,0,2,129370,30490.0
3198,206,1995,1,1,119244,83190.0
12744,95,2008,0,3,68311,179181.0
15968,145,1999,1,1,43455,93025.75
6073,123,1999,1,0,46176,93025.75
554,105,1997,0,2,29105,93025.75
26349,274,1997,1,1,135899,34138.0
11767,265,2006,0,2,32314,136764.0
7824,57,2007,1,2,23608,141510.0
2192,65,1994,0,0,350,94807.0
29803,161,2014,0,2,26001,30490.0
3299,241,2006,1,1,37504,174050.0
29475,245,2003,1,0,17539,184525.0
23849,161,1992,1,2,35883,40741.0
4488,248,2003,1,1,36829,93025.75
3667,49,2002,1,0,14142,93025.75
5979,171,2008,1,1,350,93025.75
10762,88,1990,1,1,133502,93025.75
23899,22,2002,0,1,27746,93025.75
576,84,1997,1,1,69254,93025.75
20734,226,2019,0,0,350,63032.0
13118,257,2014,0,1,350,214166.0
18995,11,1999,1,2,41133,130885.0
20037,141,1999,0,2,96730,93025.75
8851,250,2016,1,1,350,160073.0
17780,11,2008,0,0,350,93025.75
29523,216,2008,0,2,63845,138516.0
3793,115,1996,1,1,350,81295.0
28720,210,2016,1,0,350,46471.0
4907,233,2015,1,2,350,93025.75
2724,83,2008,1,0,2415,62861.0
7321,132,2005,0,1,350,103489.0
10573,190,1993,0,3,48764,30490.0
9668,266,2008,0,0,350,93025.75
28940,251,1990,0,2,100032,93025.75
12599,256,2003,1,2,36953,48303.0
19869,127,1992,0,2,34902,66227.0
20283,20,2007,1,0,63373,117718.0
21616,94,1996,1,2,74188,93025.75
14433,90,1989,1,1,140725,93025.75
20793,106,2004,1,0,91128,93025.75
3132,44,2012,1,0,105171,86358.0
14965,9,1992,0,2,47392,156655.0
25117,70,1995,0,2,28219,81865.0
20524,49,1988,1,0,192860,70455.0
6704,204,2003,0,0,11907,95603.0
6471,154,1995,1,2,58209,93025.75
18548,268,1993,0,1,85412,93025.75
25751,223,2009,1,0,55359,152723.0
1534,275,2008,0,3,38058,105710.0
9213,141,2002,1,0,350,30490.0
27600,12,2006,0,1,83390,84478.0
17654,97,2016,1,0,350,93025.75
