,selling_price
5765,5000
17216,97246
27213,5000
28780,114109
2193,35063
2577,5000
14203,5000
20493,118702
3884,5000
23804,103927
6566,5000
9507,36029
24663,38240
203,154460
22318,47516
14240,21801
22700,101719
14441,82750
9953,231914
7304,72366
20994,25291
23887,5000
5770,73631
15010,16198
26824,53985
1645,194113
28754,298373
28159,104450
3452,69567
4142,11073
12426,44401
3880,5000
9014,105726
7284,13122
3444,81516
18246,13663
4554,5000
21001,5000
11934,12269
14091,6322
24327,125000
17022,20302
13149,52433
1456,89864
21110,5000
2670,66654
8354,5000
25939,59991
2029,26683
21259,17015
14808,47547
7867,194311
15295,12994
14756,37165
13198,100239
26215,90955
5925,5000
6415,147982
19860,5000
15670,47967
9179,26114
5874,5000
4910,144354
25449,49506
7388,5000
214,12187
572,55905
1808,5000
19312,49021
16033,5000
27670,27538
16071,28469
8835,34894
17576,34001
20979,5000
14617,68905
29265,97192
16282,5000
5766,88072
7292,102090
7391,5000
3951,72876
3870,5000
7969,114969
21290,56030
24072,72358
24457,5000
1109,66659
86,41732
21822,60031
17252,155826
25812,101892
10143,117190
27895,5000
4633,5595
4139,44801
2682,31922
24177,5000
29934,5000
21815,5000
11159,5000
7800,10823
4018,5000
10992,135866
16375,32596
20390,104364
5295,86657
11182,64523
23517,39123
12596,98076
19414,5000
24871,149855
25948,22328
16784,126051
13544,228948
3488,5000
19477,11913
26469,89599
25015,21632
17556,30834
9071,106550
2797,149100
6929,5000
6236,191868
23477,60642
22159,90890
16052,64186
26648,6854
25134,37581
11114,119333
11158,46484
6130,5000
8694,58702
8919,98537
15438,8970
20578,94991
13336,35111
1251,33199
25286,69683
12945,132360
24588,40509
20760,12946
4128,111277
10534,150706
16601,60527
11878,5000
13917,24743
26549,26647
17646,99444
58,32494
6887,111607
10761,48307
27486,134911
13111,149319
6973,65795
26689,31561
4384,28074
8113,20231
7889,5000
20936,5000
7846,66743
15340,39122
20948,45788
5909,64632
3499,123295
10455,58327
5706,32919
18437,103930
16294,98180
25302,121858
24894,41658
5476,75944
17930,112713
14674,36655
24880,83996
5475,56906
14474,32323
7634,159512
2185,5000
4211,30971
25367,57260
27029,132621
671,5000
12626,19021
9268,53124
83,11203
28122,87762
24261,67789
19448,168578
17314,152653
13279,62783
2728,20659
23291,85615
16807,5000
19109,25162
9622,88538
21835,157291
13516,5000
9508,5000
727,19393
26495,24836
11015,12551
3807,67166
3167,93189
5324,5000
495,75587
6283,28942
10877,5000
4102,40897
23497,5000
280,99460
2705,118794
8712,149051
12833,131625
19822,70947
13285,5000
23982,54916
25440,5000
15308,5000
16543,25508
26780,5000
20430,5000
5114,96485
1946,49392
9717,190588
8828,91628
29337,90115
23273,84113
12624,172748
25989,33465
20891,5000
18771,77991
9128,16990
7424,118182
21560,87897
19397,54762
24373,5000
13707,9354
29176,7297
15971,50463
2250,5000
22095,53671
4683,158462
20115,5000
4344,59900
15088,36318
28407,126576
2448,5000
2782,30197
22643,91565
29556,137850
13146,107963
3073,37147
15574,5000
26536,57720
4884,117573
10214,47660
17741,119949
22797,65966
2260,5000
17116,92041
10618,5000
18465,5000
15625,103706
6643,84090
11750,79694
8733,136790
13588,28030
29021,29352
24392,48432
10580,96724
27607,131164
5065,31542
8481,166536
28430,64860
23016,44068
13497,41349
19233,39317
22026,5100
26089,5000
23413,71699
11444,97891
12662,157124
23693,5000
7938,163865
29256,162546
1157,38412
15416,42377
29970,5000
629,122757
10998,131479
396,70019
11821,35095
20932,27319
1168,68693
2248,136515
13264,86577
15814,5000
19500,27743
16482,104181
5903,115579
20814,98420
19314,20126
15986,49702
24969,118962
21966,56609
24149,104963
11457,38419
3571,50733
26738,97102
19731,60563
26196,5000
18008,102272
26329,112391
11176,67135
16794,63090
5168,88148
2055,38576
12678,57405
18082,73786
3014,119779
19482,5000
22805,45031
24123,27428
16939,86741
2359,39806
4236,5000
22869,138133
10451,45634
17259,5000
20176,19257
21362,151808
18486,72305
19594,45943
27994,113058
24076,95327
16526,114301
8217,130748
19843,113265
2111,11405
10429,75525
22029,5000
26525,27317
778,103869
21215,94580
19976,5000
8940,46743
10558,70555
24958,117170
9523,16875
14437,15264
28823,218679
18660,119401
65,125496
23650,59466
23902,108483
1273,17463
17689,83092
8865,44320
10330,43462
28870,5238
20289,75910
18123,44979
4926,5000
8781,51613
23186,55223
10373,47336
29762,96712
29508,98122
14589,117942
26343,5000
16464,85892
4617,39210
27228,71475
9825,85928
11160,44678
7514,64210
1805,124977
2269,11021
25915,144360
26960,5000
27489,91935
20348,62387
22260,14346
15482,62806
5292,117316
3501,48159
15056,5000
24794,59526
3535,100616
25961,122535
17864,110319
9559,45392
14456,113037
5651,97735
4175,77446
198,21386
4625,99950
11413,67100
6620,96166
10415,45302
4527,25321
6723,41829
7729,129459
20585,112298
1437,33450
29407,49233
21571,146035
27554,108067
10198,5000
18809,209812
6005,101939
15370,37631
14572,126673
5070,31556
13212,56629
12467,55907
27585,34230
20794,5000
5350,59592
15328,5000
28774,88941
5880,12328
20539,105210
16336,60520
16234,147258
11686,248729
7552,18827
15633,5000
24215,95983
21316,111422
19190,159004
1036,106556
22031,116414
2035,15560
15522,5000
29076,115639
2065,62173
29118,79225
18572,5000
1817,75834
10968,5000
23403,153714
19758,94243
10953,34302
13091,50154
7194,147884
1619,102980
20094,47102
13534,10777
13764,5000
27234,86300
9194,71936
23082,5000
21173,5000
9376,108225
9419,5000
8937,141922
20221,95134
19394,5000
25072,48474
12244,46178
8143,89221
2183,13472
7310,82872
24270,124290
11292,88664
27899,82344
1978,26684
12854,68422
22426,75494
2787,87742
6893,87306
28466,98904
16132,6349
7106,75917
15806,5000
930,127594
1370,15110
12066,130269
4291,110530
1846,85121
28894,126875
18968,11591
17900,116360
4730,30706
27956,40958
15182,45957
15702,160666
2959,5000
5854,100790
11222,46797
26809,34809
5829,71511
496,39308
26426,53254
3125,35223
5316,68399
2656,139947
1084,5263
16551,25494
11360,63020
11966,29764
863,83645
29022,58996
7071,221485
6314,167665
3190,92076
14233,62551
7878,10625
11730,6453
9049,31840
14490,108159
22177,48894
3736,17911
2798,89345
286,82011
29551,5000
22107,32741
24670,72354
27070,76116
1078,95478
9506,117064
8388,17335
9058,104454
26705,25826
3923,28982
10491,5000
9319,50017
23768,5000
22892,54152
16422,147015
7188,61852
28600,5000
25937,67457
28622,196992
20317,71778
422,40348
19205,45749
15334,5000
19629,5000
15473,5000
16763,5000
11058,124606
27147,163206
12730,91327
13156,63668
16393,82125
26246,67986
10056,86234
23855,83595
16306,77932
329,81213
7450,10918
2517,66401
15401,52670
12666,38317
19153,43992
3828,142807
15967,44046
8992,14284
12805,62808
8782,109248
20250,69384
28730,19542
19472,25479
6672,25411
24279,5000
17690,5000
13721,70550
22586,131987
779,13401
24820,45164
2453,73416
15368,59659
15787,5000
16802,115440
14142,102466
27745,108212
476,207843
20382,56827
940,62566
19460,25202
6685,12969
9142,223615
21703,102332
11866,57711
28267,10047
18352,46521
22348,127478
593,23134
2476,45638
27351,83373
14739,102422
17263,107602
29205,119587
4831,5000
14654,110859
11765,26090
27150,79190
23296,81602
29164,137291
16252,51184
15361,106570
19942,5000
11647,47685
21860,110237
27498,178401
3494,147233
17830,44547
22926,61764
3331,123542
27869,118805
24995,110531
10252,30818
14201,86321
23946,51936
25790,65580
15736,58032
25643,151688
29670,144600
18350,26897
9215,51385
19544,25368
1461,132756
6805,49637
282,77331
19685,62833
3295,70470
3900,5000
12516,171111
29563,65161
27915,38921
20266,5000
4577,52299
23184,107782
26789,52498
23035,97481
13107,32789
10520,54291
22750,157405
843,5000
20394,38248
8501,122935
11745,35089
978,91137
18748,5000
11656,68552
16987,78482
26046,29863
11616,12840
2032,92905
6287,42458
9827,5693
2440,55376
25106,5000
23506,175818
27887,63390
4408,5000
27321,16893
25049,79664
8911,117197
3152,5000
14977,79295
3728,113672
28315,19509
5280,66180
21330,5000
13202,85329
26526,100044
21986,21643
24582,50910
24607,5000
14239,69251
23248,52699
28586,53387
25952,83408
14629,81940
29043,78350
22709,57683
22012,75462
20772,58173
21990,22549
15637,35449
22620,17885
1223,38050
10346,5000
13219,118079
20066,98263
7183,113969
11417,61169
2584,5000
9554,79954
14143,77335
20475,104002
29403,67440
6064,36618
22599,90717
2700,63799
8331,105924
9813,75691
3957,65554
14168,67392
9711,73776
1001,89431
14200,118965
10060,89318
22409,191277
11871,5000
5584,133427
16982,190744
28258,34849
21496,59359
13665,96693
21543,119435
28077,30860
25040,73659
27122,186239
21877,62153
16911,45901
15855,5000
19344,14875
10210,35886
5991,93929
20005,5000
22096,7871
19229,109198
14554,137507
10349,87424
16644,30423
14782,5000
20629,78042
17342,86732
7647,5000
24337,71380
9251,5000
17817,5000
14340,27905
5206,145702
28871,169275
16833,28873
12315,71703
21043,5000
5771,21309
18042,232465
4003,38529
618,22111
15819,54651
24340,10868
28831,112311
20923,104298
10211,37321
18617,130143
13525,153315
26439,144749
14503,45882
67,48044
8436,50395
10009,5000
9094,81005
1651,116016
11507,19641
272,118618
789,142453
19923,109288
201,99191
5227,30035
18134,26014
23465,5000
12580,148496
24744,5000
12190,5000
4668,79204
13373,5000
12273,21914
4160,43298
21686,5000
29284,5000
11404,83971
25987,36773
19771,151775
26878,157823
4974,49514
16181,75372
15804,5000
23657,5000
21075,31395
8050,61417
1427,48112
24120,5000
600,36714
8119,108433
1530,52943
12102,74267
12857,112807
17508,159164
6183,80532
24319,38245
22782,5000
10020,58729
11343,112778
7591,42987
19778,38380
29728,115684
14741,8451
3748,5000
28978,129839
8200,29372
20245,172225
22672,105981
1207,5000
20056,92119
1972,5000
15063,43253
12394,90484
3420,22076
15646,35010
20267,9074
212,5000
26285,188426
14296,66771
920,51717
2214,74051
12521,125782
9735,131722
9652,5000
11281,5000
24202,36599
3105,127681
18050,89330
7621,5000
1156,131857
9389,64744
27170,80932
466,103591
27,53333
1279,98411
23295,94309
8252,34603
4411,8253
23596,189438
1899,73564
5413,26613
6931,45018
3931,109020
12086,116954
20352,109098
8655,37437
15081,97666
17483,163318
11103,5668
17542,139644
28232,33291
3620,47362
925,91873
2223,44682
15810,64273
10516,174336
12733,154989
1571,80962
26997,36925
17525,73981
7151,57064
12454,99651
721,23051
706,82199
16489,127144
23549,179305
28550,110003
10259,104249
16317,115187
12965,103604
14323,265657
72,207690
21987,29192
3247,5000
1521,39214
15709,5000
19764,5000
3317,151422
14431,31338
14565,128749
16718,10595
167,75532
9337,90012
19440,5000
28974,85516
15731,22673
1820,86250
27193,34169
16028,54565
1670,139692
19415,99796
11893,5000
14460,96285
12200,104674
17,55287
16040,99083
29203,176815
4110,103179
24420,127452
19705,12190
9687,48397
26901,5000
26405,83249
17266,93829
10138,70498
15194,5000
11312,17078
12131,106214
11572,5000
22102,18869
12053,68645
22800,124572
8372,32645
8743,44809
20642,5000
24368,5000
11916,21071
17156,5000
27586,36644
7480,170153
5033,5000
9672,47296
25043,113153
17183,5000
6106,23122
17914,5000
7737,5000
24285,54513
12943,79111
20155,72791
13203,5000
18210,65431
3940,40862
9572,90400
908,5000
12987,77521
14843,65457
346,5000
11271,5000
4508,14131
8206,51832
11220,57370
17601,21321
605,5000
26737,28765
14067,101333
4368,84496
21991,72040
25924,21790
8757,92384
16579,47609
3381,15515
694,106568
16617,117352
6152,81452
29297,124923
28706,77213
29989,158648
7129,145896
6764,106351
24336,88743
23530,5000
4634,34728
14380,91260
4134,5000
17358,49782
5659,117682
8672,115168
18168,117293
3260,71170
12825,90370
27643,68801
27379,93349
14195,6485
16864,53926
29233,53841
4770,87496
5010,69302
3140,18918
13266,5000
27934,14730
13472,5000
10310,60724
10584,51179
10370,5000
5891,121461
16146,61354
17000,5000
25105,109172
21006,54392
2796,5000
7049,24188
9378,5000
13874,73897
15778,130156
18608,125840
28085,76018
17403,74259
17844,5000
4574,32226
12501,104603
7085,61654
8320,15572
11862,26327
11623,13114
16376,5000
28847,5000
16249,91340
11925,156984
13933,130754
11456,48930
12947,149056
995,5000
13245,73963
18692,117914
9641,133882
27460,5000
35,136544
22850,17894
9662,5000
11212,5131
21158,66538
18202,44538
5502,25303
14127,84445
25232,82833
11362,53955
25900,5000
21253,5000
15742,70044
12899,45139
29026,116054
8808,36349
5897,91807
12231,85681
11609,9659
26884,63525
23627,5000
9193,5000
479,36746
1050,5000
21344,72136
26855,127134
3253,128968
29493,137370
13548,156525
9610,5000
47,53524
26657,84285
12333,59825
17482,110389
21979,5000
3197,5000
21749,135071
15264,125914
14898,47138
18342,34533
8415,44624
14399,151297
27566,106212
4293,5837
16430,65958
11057,15197
7027,77933
27806,17815
10354,84190
29387,96319
23070,69007
6554,5000
11406,13997
11551,28959
19604,106530
127,5000
6796,152632
11658,54759
28569,5000
17550,64590
28236,8979
8557,5000
24043,5000
8268,31317
13270,73310
23097,87288
7868,64484
23182,26621
4749,79563
29249,76798
4217,62877
7690,5000
29820,61218
18441,58312
240,117614
5662,67512
12238,17189
13770,115426
9244,44737
22682,40478
16349,35396
20815,12987
9840,66019
2209,84249
2147,111236
13639,79848
7580,130505
23155,64263
16891,99945
28658,41128
23128,106906
28296,5000
26244,83524
19048,53643
5540,136642
14919,117397
4902,29925
17505,59579
19342,91279
11107,109521
3464,28801
7754,51368
6201,5000
6680,5000
28733,74551
12392,80377
29170,47433
15326,34429
8496,73509
27543,78041
20461,94263
14401,128670
15868,56101
1954,81497
14392,76947
29454,23376
2060,35750
4708,41855
26748,8584
1997,97319
5265,151003
27210,64660
26367,5491
6647,5000
9826,5000
8991,49860
25267,31619
27503,79448
18021,5000
23095,5000
15845,5000
15183,75240
18576,129470
8001,5000
3583,136138
29485,89544
23670,87985
20335,5000
8151,5658
20763,212637
20808,67077
21332,60308
489,143200
27796,34705
11455,78117
4492,37495
20597,5000
28241,67340
24151,5000
2384,76251
1274,66409
19827,49024
3640,68542
6722,56947
2738,119939
16286,105383
20226,5000
25712,62340
22919,198127
23976,24613
12757,92302
7681,33833
2416,66718
7575,74951
27161,31130
9817,69834
7417,73708
25315,49430
25430,63465
11981,194319
26963,5000
22534,80385
4382,30636
27909,66781
7492,47469
13575,57699
15478,55573
17910,111904
5853,130293
18324,117447
25677,108915
2711,88231
5677,121343
12758,113811
3459,30642
20328,23601
14263,85771
19678,58222
7825,77044
5644,63639
1201,5000
2759,29267
10911,60724
29157,46815
17575,103951
16745,202963
28274,68529
15423,127899
25596,5000
22501,115260
16540,71733
13064,5111
17291,134754
15054,98436
8215,77374
28839,146914
2839,98667
9417,45471
12439,19390
23937,44409
2569,5000
17881,39119
24295,41571
29276,33399
5750,5000
10018,132656
24311,57967
16847,83242
7457,94426
18191,63258
11076,16151
19624,152893
23178,59576
18094,116563
26228,46350
18177,160933
10046,94834
21270,64522
23143,94352
578,88203
17419,5000
12930,83388
20822,49022
680,15982
7985,5000
8619,23266
27163,51578
26291,17201
4188,108355
22614,84955
22185,105428
14718,5000
4091,5000
8367,70874
10469,5000
22779,5712
18556,98167
15346,98969
27237,69433
27651,30291
15400,122304
19001,108981
25789,35732
13930,18577
2895,111931
704,143669
5119,130731
17475,5000
4323,42963
7269,8414
26327,100347
11010,5000
28372,105826
18590,5000
3555,79849
12220,16919
13881,23578
18730,49471
23850,5000
28714,45581
415,76353
7127,5000
9452,78652
23521,46101
22263,54583
28618,121016
24108,34666
20633,57040
6309,13787
2174,109746
1543,133344
16215,94901
21365,57933
7945,107221
9034,5000
8750,5000
18390,53946
5984,29393
3605,27618
25320,95745
3811,62497
19379,143164
12359,49162
18570,126122
12919,119249
26424,93920
21747,14789
16816,66121
10033,11932
3628,113670
28699,13271
17178,15259
10980,71023
11030,30680
2619,47487
3428,51984
16711,66221
25607,63448
17772,19861
6777,5000
3277,95199
4012,30544
13269,14950
26312,53619
27463,30207
16238,15211
12281,69031
2997,13649
26364,80913
10304,19942
16459,33916
577,74717
28206,5000
4414,54656
2347,71081
10223,103879
5345,108283
23915,166576
19598,103124
7823,42315
27793,65955
27689,77499
17903,77904
12688,29740
11813,25999
9990,46380
9038,158474
16031,5000
13766,80723
19566,40465
24791,77152
9252,6531
3710,67686
18243,154078
4957,86177
15008,142716
9581,36213
26647,53077
5396,5000
15356,39525
13395,80731
486,30704
9068,8078
4165,69094
10467,5000
339,60016
29328,58225
22122,58927
23711,112451
16093,37413
21217,60800
457,95854
1573,21383
1051,34998
1145,60577
28838,93367
23600,66868
4145,74312
12691,68225
24499,5000
20366,41305
29198,53463
4872,21497
7044,194132
5773,5000
18151,208193
3051,5000
8233,62496
14154,5000
28284,107389
9563,109618
20278,105470
10459,110035
20787,141663
13138,121247
9,5000
23300,165456
1999,167681
5023,120202
3104,36495
22274,5000
19658,39854
10098,128899
6502,13460
28799,18367
20087,19918
21955,5000
28910,162190
12429,49803
6686,14258
28312,25995
25840,58838
2643,111268
28610,65169
13879,74444
20897,105110
28205,16833
18547,124788
23074,5000
16446,81808
14908,24556
10411,27921
6377,238218
4032,98487
19093,5000
11101,26397
7114,91086
13122,11235
21552,74104
16007,5000
28683,154204
16558,77260
22879,76266
25688,94465
9739,68635
28505,5000
16120,32061
3065,42346
28420,36063
21335,110660
22552,5000
8813,5000
258,5000
14714,31740
21617,101286
9277,101061
11825,48789
27081,118554
25157,111022
8572,169792
19332,49426
25149,42680
23942,26145
10546,5000
18150,5000
27683,156249
21831,187620
11563,58545
21512,61770
28118,140733
24666,85088
3639,17437
3338,52687
15750,113991
28409,93093
27320,27457
20951,25326
11969,65897
22293,48423
7915,111735
9949,152335
4477,77414
708,143250
29109,67133
27445,85666
20273,116185
28835,75336
5279,5000
5873,5000
8592,48349
17717,5000
22979,5000
10947,125324
2846,49130
12722,81386
24157,117700
13187,34935
29314,41357
17671,98218
24624,5000
9051,17166
7614,12546
27272,38008
15219,28674
21065,43395
9438,14909
12834,83416
12269,31148
13574,102538
25381,5000
20396,93099
21069,85899
16883,5000
